Timestamp for sample frequency every 15 min,Temperature (°C)
2024-07-11 13:33:00,25.4250
2024-07-11 13:48:00,25.5500
2024-07-11 14:03:00,25.6600
2024-07-11 14:18:00,25.8100
2024-07-11 14:33:00,25.9275
2024-07-11 14:48:00,26.0475
2024-07-11 15:03:00,26.1550
2024-07-11 15:18:00,26.2900
2024-07-11 15:33:00,26.4400
2024-07-11 15:48:00,26.5375
2024-07-11 16:03:00,26.7000
2024-07-11 16:18:00,26.8250
2024-07-11 16:33:00,26.9775
2024-07-11 16:48:00,27.1100
2024-07-11 17:03:00,27.2575
2024-07-11 17:18:00,27.0600
2024-07-11 17:33:00,27.0650
2024-07-11 17:48:00,27.1950
2024-07-11 18:03:00,27.3150
2024-07-11 18:18:00,27.4475
2024-07-11 18:33:00,27.5550
2024-07-11 18:48:00,27.6975
2024-07-11 19:03:00,27.3525
2024-07-11 19:18:00,28.5275
2024-07-11 19:33:00,28.4250
2024-07-11 19:48:00,28.2150
2024-07-11 20:03:00,28.0725
2024-07-11 20:18:00,28.2500
2024-07-11 20:33:00,28.3575
2024-07-11 20:48:00,28.0175
2024-07-11 21:03:00,27.9925
2024-07-11 21:18:00,28.1375
2024-07-11 21:33:00,28.1275
2024-07-11 21:48:00,28.1450
2024-07-11 22:03:00,28.1750
2024-07-11 22:18:00,28.2075
2024-07-11 22:33:00,28.1525
2024-07-11 22:48:00,28.1625
2024-07-11 23:03:00,28.1175
2024-07-11 23:18:00,28.0150
2024-07-11 23:33:00,27.9175
2024-07-11 23:48:00,27.8675
2024-07-12 00:03:00,27.7475
2024-07-12 00:18:00,27.6625
2024-07-12 00:33:00,27.5125
2024-07-12 00:48:00,27.3650
2024-07-12 01:03:00,27.2300
2024-07-12 01:18:00,27.0900
2024-07-12 01:33:00,26.9050
2024-07-12 01:48:00,26.8100
2024-07-12 02:03:00,26.6575
2024-07-12 02:18:00,26.5300
2024-07-12 02:33:00,26.3975
2024-07-12 02:48:00,26.2975
2024-07-12 03:03:00,26.1875
2024-07-12 03:18:00,25.9425
2024-07-12 03:33:00,25.7675
2024-07-12 03:48:00,25.5600
2024-07-12 04:03:00,25.4150
2024-07-12 04:18:00,25.2600
2024-07-12 04:33:00,25.1100
2024-07-12 04:48:00,25.0475
2024-07-12 05:03:00,24.9825
2024-07-12 05:18:00,24.8800
2024-07-12 05:33:00,24.7825
2024-07-12 05:48:00,24.5725
2024-07-12 06:03:00,24.4200
2024-07-12 06:18:00,24.2175
2024-07-12 06:33:00,24.1225
2024-07-12 06:48:00,24.0075
2024-07-12 07:03:00,24.0950
2024-07-12 07:18:00,24.2550
2024-07-12 07:33:00,24.3775
2024-07-12 07:48:00,24.5450
2024-07-12 08:03:00,24.7775
2024-07-12 08:18:00,25.0025
2024-07-12 08:33:00,25.2375
2024-07-12 08:48:00,25.1700
2024-07-12 09:03:00,25.1625
2024-07-12 09:18:00,25.1850
2024-07-12 09:33:00,25.0175
2024-07-12 09:48:00,24.5450
2024-07-12 10:03:00,23.9775
2024-07-12 10:18:00,23.6300
2024-07-12 10:33:00,23.2775
2024-07-12 10:48:00,23.8725
2024-07-12 11:03:00,24.3625
2024-07-12 11:18:00,24.6925
2024-07-12 11:33:00,26.1150
2024-07-12 11:48:00,25.0875
